/home/paperspace/biomlbench/scripts/gcp-deploy/deploy.py:170: SyntaxWarning: invalid escape sequence '\/'
[2025-08-20 01:10:29] ✅ Job completed on bioml-stella-polarishub-tdcommons-lipophilicity-a-2986-46ef87a7: stella -> polarishub/tdcommons-lipophilicity-astrazeneca

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-58-GMT_run-group_stella
[2025-08-20 01:10:22] INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      INFO     To verify the checksum, we need   _checksum.py:67
                               to recompute it. This can be slow                
                               for large datasets.                              
[01:10:22]  Success: Fetching dataset                              context.py:53
                      INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      WARNING  No checksum to verify against.    _checksum.py:60
                               Specify either the md5sum                        
                               parameter or store the checksum                  
                               in the dataset.md5sum attribute.                 
            Success: Fetching benchmark                            context.py:53

📊 Grading timestamp: 2025-08-20T01-10-18-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:58,310] [agents.py:461] Running agent 'stella' on tasks: ['polarishub/tdcommons-lipophilicity-astrazeneca']
[2025-08-20 01:01:58,412] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_stella
[2025-08-20 01:01:58,419] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/tdcommons-lipophilicity-astrazeneca
[2025-08-20 01:01:58,420] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:58,525] [utils.py:159] Container created: task-polarishub-tdcommons-lipophilicity-astrazeneca-2025-08-20T01-01-58-GMT-9388bf43c56e47688b94c587424222c0
[2025-08-20 01:10:12,598] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:10:12,598] [agents.py:368] 1 workers ran for 494.18 seconds in total
[2025-08-20 01:10:12,598] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella
[2025-08-20 01:10:12,598] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:10:12,598] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:10:12,598] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl --output-dir results/
[2025-08-20 01:10:13,776] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:10:13,776] [s3_utils.py:175] Upload run group - agent_id: stella, task_ids: ['polarishub/tdcommons-lipophilicity-astrazeneca']
[2025-08-20 01:10:13,776] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_stella to /tmp/tmp0ydnp1j7.tar.gz
[2025-08-20 01:10:13,808] [s3_utils.py:134] Uploading tmp0ydnp1j7.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/runs/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
[2025-08-20 01:10:13,995] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
[2025-08-20 01:10:13,995] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:10:19,716] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/tdcommons/lipophilicity-astrazeneca "HTTP/1.1 200 OK"
[2025-08-20 01:10:20,075] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/tdcommons/lipophilicity-astrazeneca "HTTP/1.1 200 OK"
[2025-08-20 01:10:22,407] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:10:22,549] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:10:22,626] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:10:22,629] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.96s/submission]
Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.96s/submission]
[2025-08-20 01:10:22,724] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 0.0,
    "best_leaderboard_percentile": 0.0,
    "worst_leaderboard_percentile": 0.0
}
[2025-08-20 01:10:22,737] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-10-18-GMT_grading_report.json[0m
[2025-08-20 01:10:22,737] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-10-18-GMT_individual_reports[0m
[2025-08-20 01:10:22,964] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:10:22,964] [s3_utils.py:248] Upload grading results - agent_id: stella, task_id: polarishub/tdcommons-lipophilicity-astrazeneca
[2025-08-20 01:10:22,964] [s3_utils.py:119] Compressing 2025-08-20T01-10-18-GMT_grading_report.json to /tmp/tmpvct44hvg.gz
[2025-08-20 01:10:22,965] [s3_utils.py:134] Uploading tmpvct44hvg.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_grading_report.json.gz
[2025-08-20 01:10:23,073] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_grading_report.json.gz
[2025-08-20 01:10:23,074] [s3_utils.py:108] Compressing 2025-08-20T01-10-18-GMT_individual_reports to /tmp/tmp2s06mxbd.tar.gz
[2025-08-20 01:10:23,075] [s3_utils.py:134] Uploading tmp2s06mxbd.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_individual_reports.tar.gz
[2025-08-20 01:10:23,201] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/polarishub-tdcommons-lipophilicity-astrazeneca/2025-08-20T01-10-18-GMT_individual_reports.tar.gz
[2025-08-20 01:10:23,201] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:10:23,201] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-10-18-GMT_grading_report.json, Individual reports: results/2025-08-20T01-10-18-GMT_individual_reports
============================================================

[2025-08-20 01:10:29] Deleting VM: bioml-stella-polarishub-tdcommons-lipophilicity-a-2986-46ef87a7
[2025-08-20 01:10:57] ✅ Job completed on bioml-stella-manual-open-problems-single-cell-per-a5ce-ffb34e69: stella -> manual/open-problems-single-cell-perturbations

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-58-GMT_run-group_stella
📊 Grading timestamp: 2025-08-20T01-10-48-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:58,313] [agents.py:461] Running agent 'stella' on tasks: ['manual/open-problems-single-cell-perturbations']
[2025-08-20 01:02:02,146] [agents.py:286] Launching run group: 2025-08-20T01-01-58-GMT_run-group_stella
[2025-08-20 01:02:02,153] [agents.py:297] Using task-specific time limit of 28800s for task manual/open-problems-single-cell-perturbations
[2025-08-20 01:02:02,154] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:02:02,255] [utils.py:159] Container created: task-manual-open-problems-single-cell-perturbations-2025-08-20T01-02-02-GMT-8bed96d0806c4807b0869e39f895f8c6
[2025-08-20 01:10:37,544] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:10:37,544] [agents.py:368] 1 workers ran for 515.39 seconds in total
[2025-08-20 01:10:37,544] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella
[2025-08-20 01:10:37,544] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:10:37,544] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:10:37,544] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_stella/submission.jsonl --output-dir results/
[2025-08-20 01:10:38,692] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:10:38,692] [s3_utils.py:175] Upload run group - agent_id: stella, task_ids: ['manual/open-problems-single-cell-perturbations']
[2025-08-20 01:10:38,692] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_stella to /tmp/tmp2wmlt0wu.tar.gz
[2025-08-20 01:10:43,064] [s3_utils.py:134] Uploading tmp2wmlt0wu.tar.gz (7.1 MB) to s3://biomlbench/v1/artifacts/runs/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
[2025-08-20 01:10:43,513] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-01-58-GMT_run-group_stella.tar.gz
[2025-08-20 01:10:43,514] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:10:50,662] [grade.py:47] Expected 5319 genes but found 5317 in answers
[2025-08-20 01:10:51,015] [grade.py:157] Prepared data for evaluation: 151 samples, 5317 genes
[2025-08-20 01:10:51,150] [grade.py:183] MRRMSE score: 0.831518

Grading submissions: 100%|██████████| 1/1 [00:02<00:00,  2.50s/submission]
Grading submissions: 100%|██████████| 1/1 [00:02<00:00,  2.50s/submission]
[2025-08-20 01:10:51,211] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 1,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 60.0,
    "best_leaderboard_percentile": 60.0,
    "worst_leaderboard_percentile": 60.0
}
[2025-08-20 01:10:51,212] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-10-48-GMT_grading_report.json[0m
[2025-08-20 01:10:51,212] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-10-48-GMT_individual_reports[0m
[2025-08-20 01:10:51,438] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:10:51,438] [s3_utils.py:248] Upload grading results - agent_id: stella, task_id: manual/open-problems-single-cell-perturbations
[2025-08-20 01:10:51,438] [s3_utils.py:119] Compressing 2025-08-20T01-10-48-GMT_grading_report.json to /tmp/tmptn88ypx4.gz
[2025-08-20 01:10:51,439] [s3_utils.py:134] Uploading tmptn88ypx4.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_grading_report.json.gz
[2025-08-20 01:10:51,534] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_grading_report.json.gz
[2025-08-20 01:10:51,534] [s3_utils.py:108] Compressing 2025-08-20T01-10-48-GMT_individual_reports to /tmp/tmp3472_4ov.tar.gz
[2025-08-20 01:10:51,535] [s3_utils.py:134] Uploading tmp3472_4ov.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_individual_reports.tar.gz
[2025-08-20 01:10:51,626] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/manual-open-problems-single-cell-perturbations/2025-08-20T01-10-48-GMT_individual_reports.tar.gz
[2025-08-20 01:10:51,626] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:10:51,626] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-10-48-GMT_grading_report.json, Individual reports: results/2025-08-20T01-10-48-GMT_individual_reports
============================================================

[2025-08-20 01:10:57] Deleting VM: bioml-stella-manual-open-problems-single-cell-per-a5ce-ffb34e69
[2025-08-20 01:10:58] ✅ Deleted VM: bioml-stella-polarishub-tdcommons-herg-654c759e
[2025-08-20 01:10:58] 🎉 SUCCESS: stella -> polarishub/tdcommons-herg
[2025-08-20 01:11:04] ✅ Deleted VM: bioml-stella-polarishub-tdcommons-lipophilicity-a-2986-46ef87a7
[2025-08-20 01:11:04] 🎉 SUCCESS: stella -> polarishub/tdcommons-lipophilicity-astrazeneca
[2025-08-20 01:11:05] ❌ Job failed on bioml-biomni-manual-open-problems-label-projection-54ab985d: biomni -> manual/open-problems-label-projection
[2025-08-20 01:11:05] Error output: [2025-08-20 01:06:36,401] [agents.py:461] Running agent 'biomni' on tasks: ['manual/open-problems-label-projection']
[2025-08-20 01:06:42,784] [agents.py:286] Launching run group: 2025-08-20T01-06-36-GMT_run-group_biomni
[2025-08-20 01:06:42,792] [agents.py:297] Using task-specific time limit of 28800s for task manual/open-problems-label-projection
[2025-08-20 01:06:42,793] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:06:43,475] [utils.py:159] Container created: task-manual-open-problems-label-projection-2025-08-20T01-06-42-GMT-faaf9ac9ef194b01b11d13138f541859
[2025-08-20 01:11:02,165] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-06-36-GMT_run-group_biomni/submission.jsonl
[2025-08-20 01:11:02,165] [agents.py:368] 1 workers ran for 259.37 seconds in total
[2025-08-20 01:11:02,165] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-06-36-GMT_run-group_biomni
[2025-08-20 01:11:02,165] [agents.py:373] ❌ 1/1 runs FAILED!
[2025-08-20 01:11:02,165] [agents.py:374] ✅ 0/1 runs succeeded
[2025-08-20 01:11:03,298] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:11:03,299] [s3_utils.py:108] Compressing 2025-08-20T01-06-36-GMT_run-group_biomni to /tmp/tmph65y340f.tar.gz
[2025-08-20 01:11:03,301] [s3_utils.py:134] Uploading tmph65y340f.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/failed_runs/2025-08-20T01-06-36-GMT_run-group_biomni.tar.gz
[2025-08-20 01:11:03,389] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/failed_runs/2025-08-20T01-06-36-GMT_run-group_biomni.tar.gz
[2025-08-20 01:11:03,389] [agents.py:381] 📤 Successfully uploaded failed run group artifacts to S3 failed_runs folder
[2025-08-20 01:11:03,389] [agents.py:408] 📋 Check detailed error logs:
[2025-08-20 01:11:03,389] [agents.py:409]    cat /home/runner/biomlbench/runs/2025-08-20T01-06-36-GMT_run-group_biomni/manual/open-problems-label-projection_f496cc44-6eb0-43ba-bc59-a8b4284120e7/run.log
[2025-08-20 01:11:03,390] [agents.py:413] 🚨 AGENT EXECUTION FAILED - See errors above
Traceback (most recent call last):
  File "/home/runner/biomlbench/.venv/bin/biomlbench", line 10, in <module>
    sys.exit(main())
             ^^^^^^
  File "/home/runner/biomlbench/biomlbench/cli.py", line 460, in main
    run_agent(args)
  File "/home/runner/biomlbench/biomlbench/agents.py", line 464, in run_agent
    run_group, submission_path = asyncio.run(
                                 ^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 195, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/runner/.local/share/uv/python/cpython-3.12.11-linux-x86_64-gnu/lib/python3.12/asyncio/base_events.py", line 691, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File "/home/runner/biomlbench/biomlbench/agents.py", line 417, in run_agent_async
    raise RuntimeError(
RuntimeError: All 1 agent runs failed! This indicates a systematic issue (missing Docker image, API keys, etc.). Check the error messages above and the detailed logs in: /home/runner/biomlbench/runs/2025-08-20T01-06-36-GMT_run-group_biomni

[2025-08-20 01:11:05] Deleting VM: bioml-biomni-manual-open-problems-label-projection-54ab985d
[2025-08-20 01:11:52] ✅ Deleted VM: bioml-stella-manual-open-problems-single-cell-per-a5ce-ffb34e69
[2025-08-20 01:11:52] 🎉 SUCCESS: stella -> manual/open-problems-single-cell-perturbations
[2025-08-20 01:12:05] ✅ Deleted VM: bioml-biomni-manual-open-problems-label-projection-54ab985d
[2025-08-20 01:12:05] 💥 FAILED: biomni -> manual/open-problems-label-projection
[2025-08-20 01:12:19] ✅ Job completed on bioml-mlagentbench-polarishub-tdcommons-bbb-martins-e150ee47: mlagentbench -> polarishub/tdcommons-bbb-martins

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-59-GMT_run-group_mlagentbench
[2025-08-20 01:12:13] INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      INFO     To verify the checksum, we need   _checksum.py:67
                               to recompute it. This can be slow                
                               for large datasets.                              
[01:12:13]  Success: Fetching dataset                              context.py:53
                      INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      WARNING  No checksum to verify against.    _checksum.py:60
                               Specify either the md5sum                        
                               parameter or store the checksum                  
                               in the dataset.md5sum attribute.                 
            Success: Fetching benchmark                            context.py:53

📊 Grading timestamp: 2025-08-20T01-12-11-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-01-59-GMT_run-group_mlagentbench.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-01-59-GMT_run-group_mlagentbench.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:59,295] [agents.py:461] Running agent 'mlagentbench' on tasks: ['polarishub/tdcommons-bbb-martins']
[2025-08-20 01:01:59,332] [agents.py:286] Launching run group: 2025-08-20T01-01-59-GMT_run-group_mlagentbench
[2025-08-20 01:01:59,340] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/tdcommons-bbb-martins
[2025-08-20 01:01:59,341] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:59,531] [utils.py:159] Container created: task-polarishub-tdcommons-bbb-martins-2025-08-20T01-01-59-GMT-49d36a4024bb487d96733e0eca22be40
[2025-08-20 01:12:04,936] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-59-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:04,936] [agents.py:368] 1 workers ran for 605.59 seconds in total
[2025-08-20 01:12:04,936] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-59-GMT_run-group_mlagentbench
[2025-08-20 01:12:04,936] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:12:04,936] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-59-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:12:04,937] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-59-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:12:06,060] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:12:06,060] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['polarishub/tdcommons-bbb-martins']
[2025-08-20 01:12:06,061] [s3_utils.py:108] Compressing 2025-08-20T01-01-59-GMT_run-group_mlagentbench to /tmp/tmporhou7tk.tar.gz
[2025-08-20 01:12:06,170] [s3_utils.py:134] Uploading tmporhou7tk.tar.gz (0.3 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-01-59-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:12:06,442] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-01-59-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:12:06,442] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:12:11,718] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/tdcommons/bbb-martins "HTTP/1.1 200 OK"
[2025-08-20 01:12:12,041] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/tdcommons/bbb-martins "HTTP/1.1 200 OK"
[2025-08-20 01:12:13,644] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:12:13,750] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:12:13,897] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:12:13,899] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:02<00:00,  2.98s/submission]
Grading submissions: 100%|██████████| 1/1 [00:02<00:00,  2.98s/submission]
[2025-08-20 01:12:13,995] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 12.5,
    "best_leaderboard_percentile": 12.5,
    "worst_leaderboard_percentile": 12.5
}
[2025-08-20 01:12:13,996] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-12-11-GMT_grading_report.json[0m
[2025-08-20 01:12:13,996] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-12-11-GMT_individual_reports[0m
[2025-08-20 01:12:14,217] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:12:14,217] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: polarishub/tdcommons-bbb-martins
[2025-08-20 01:12:14,217] [s3_utils.py:119] Compressing 2025-08-20T01-12-11-GMT_grading_report.json to /tmp/tmpbq8i2ow3.gz
[2025-08-20 01:12:14,218] [s3_utils.py:134] Uploading tmpbq8i2ow3.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_grading_report.json.gz
[2025-08-20 01:12:14,336] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_grading_report.json.gz
[2025-08-20 01:12:14,336] [s3_utils.py:108] Compressing 2025-08-20T01-12-11-GMT_individual_reports to /tmp/tmpo4j_tjap.tar.gz
[2025-08-20 01:12:14,337] [s3_utils.py:134] Uploading tmpo4j_tjap.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_individual_reports.tar.gz
[2025-08-20 01:12:14,424] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-bbb-martins/2025-08-20T01-12-11-GMT_individual_reports.tar.gz
[2025-08-20 01:12:14,424] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:12:14,424] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-12-11-GMT_grading_report.json, Individual reports: results/2025-08-20T01-12-11-GMT_individual_reports
============================================================

[2025-08-20 01:12:19] Deleting VM: bioml-mlagentbench-polarishub-tdcommons-bbb-martins-e150ee47
[2025-08-20 01:12:19] ✅ Job completed on bioml-mlagentbench-proteingym-dms-cbx4-human-tsub-86b9-2a874c5f: mlagentbench -> proteingym-dms/CBX4_HUMAN_Tsuboyama_2023_2K28

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-57-GMT_run-group_mlagentbench
📊 Grading timestamp: 2025-08-20T01-12-13-GMT
📤 S3 artifacts for this run:
  Run artifacts:
